,mPrecision,mRecall,mAP,mF1,freq_x,freq_y,freq_sine,octave
0,0.1020404723995291,0.44237283286836604,0.2773319463858052,0.14727422975814705,0.8513234378820872,0.5050169383291315,0.6696724334719923,1
1,0.10041459502611956,0.6198984892162405,0.4283327975662288,0.16454995827157975,0.23556720050497482,0.04990052927536981,0.9637777175819336,4
2,0.09458447884369643,0.38350287528583005,0.23240194680236118,0.13321891139425027,0.7581834698938779,0.14855783939243428,0.6979864426881882,2
3,0.10451543989915213,0.44094482328570905,0.2715868600571462,0.15090716212020888,0.6338251131552236,0.6725528206034685,0.6873871935677378,1
4,0.11981562268558008,0.3808545869533805,0.24850141273030762,0.15184047952260243,0.9551260344725638,0.4767644427890656,0.7833894792170337,4
5,0.12423894018108841,0.4335246173215202,0.2818141344204045,0.1647414814771569,0.2602465772917608,0.5976627863227764,0.6499376659580478,4
6,0.12138212441040117,0.45757590475592946,0.30302602920512045,0.16995212589414962,0.15427777765800355,0.4582750842102168,0.409155080827325,4
7,0.10210657573613283,0.5558062494927599,0.3645457071800712,0.15968550103815798,0.3121210152816999,0.925514972525134,0.2339895934695555,4
8,0.11443575473759442,0.3586847407098709,0.22460957064174703,0.14935848591232254,0.2579587781979187,0.8252487276907973,0.9566749679371654,2
9,0.1164520931006463,0.43746357128239877,0.2827832912351455,0.1630443724687094,0.7568327604735129,0.980144498972855,0.6457308285338275,4
10,0.09231441643593274,0.7385296667970398,0.5360377712360958,0.1586711169671683,0.7331093038467983,0.9392329417135517,0.006972965493908467,2
11,0.09716799269739525,0.4835979509190559,0.3099902745413972,0.15170849848910062,0.6696849008553338,0.7286978986682412,0.3759875722419179,3
12,0.09124247524296344,0.6203949676386358,0.4195821074576414,0.15276245571023034,0.2163791144584878,0.0525304210213815,0.041192098527846,1
13,0.1290207900332251,0.38365427603734614,0.25064041932300113,0.1618732906829654,0.8618068074390897,0.9991017766569732,0.8572719021399986,4
14,0.0981465299868029,0.548304352571791,0.36772893230761317,0.154673592763307,0.9565715558589277,0.4733186956586549,0.220763413296594,3
15,0.09058055838740424,0.40027865213580444,0.2455599226192961,0.13314015030536047,0.5316058181086445,0.06099703563643344,0.5391071494651437,1
16,0.09326400746515491,0.595900354885485,0.4006316322905123,0.15501809036303713,0.6493727306293858,0.9914233105026428,0.20062858530223948,1
17,0.10124693169580765,0.4325359713002069,0.26026109949215837,0.1491843224299168,0.5006920990205621,0.5703767176214433,0.6383763072286476,1
18,0.13531005618091946,0.35034846152553734,0.2232875675038708,0.15720659481898058,0.28355771510260386,0.45900402274897034,0.6518822746930998,3
19,0.11142578426355709,0.38922824039878134,0.24908764586681204,0.14988095111606609,0.2861476039966042,0.019789430833063282,0.7647678458684112,2
20,0.13187811548039075,0.37521275984180225,0.24218531877263477,0.1605224868702438,0.31342052273491317,0.42840116945650875,0.5257998827279587,3
21,0.1057119704010366,0.5902187058073276,0.399227157882016,0.16707043255729923,0.19085000416415399,0.1832707471881192,0.8325529469120416,4
22,0.12420827901234799,0.3951487959401735,0.2542571860470527,0.16274964412957232,0.9019236326293176,0.7189489921540744,0.7619188874979097,4
23,0.09782360034687083,0.5011185477528294,0.30705185424349385,0.14755791962108553,0.8583981340466859,0.007866902523575692,0.5167587139678089,3
24,0.10510260651125707,0.3796812412222555,0.2330769914163151,0.14480140809828057,0.46163936131883676,0.5330356805066168,0.8523658853568199,1
25,0.09365442149990133,0.5476274941681487,0.3583651449042667,0.14988076478870271,0.36725141256017046,0.04371621836509809,0.12271079572120658,2
26,0.09471037367156872,0.6295323316392104,0.430171761584594,0.15870311544784566,0.9390783565470986,0.7148299959022736,0.14024652990197572,2
27,0.11271320951977595,0.37016974982132267,0.23457458808063603,0.14799925621424834,0.2223734692328101,0.9530194928093334,0.9898822250104898,2
28,0.08995509825442835,0.5452144426998687,0.3504503322867671,0.145683883541256,0.5535419594668016,0.04332054824784537,0.13078745671746073,2
29,0.12343736089653748,0.3009481384315624,0.18725283746210822,0.14088497249734983,0.05449815554216264,0.1030841611668406,0.6306843159527278,1
30,0.11873759391539276,0.36294268878599095,0.22981980974823718,0.1526118343420762,0.191202197017449,0.5155929737435347,0.639012400078806,2
31,0.09561590759388523,0.5397110978483629,0.3539392474157651,0.154743868028885,0.6040269333595097,0.9824621044111832,0.3870775559634231,1
32,0.1116878880681085,0.4531997930705646,0.29554344552607936,0.15834718357501285,0.6621836528441697,0.4114567308107999,0.435651807575274,4
33,0.10330780185776633,0.47595869228348475,0.30279757661010764,0.1523057000741268,0.5809958186732397,0.6155729545542656,0.5170183858615486,1
34,0.10727973875767445,0.4697268796049062,0.3086516192004659,0.15799904599157888,0.8696014159992898,0.7616533303200376,0.4767190570881452,4
35,0.09512286131180372,0.5002110730932936,0.31440734977183593,0.151126113826806,0.993405220822747,0.9279200892164283,0.6304267518367587,2
36,0.09407720186163537,0.6129808779830321,0.4184141404462757,0.15543077221311163,0.7638618421529112,0.17701665109231846,0.06352224830965991,3
37,0.09991388004569496,0.5584314273896506,0.36995806347206317,0.15942116142382995,0.46509178414375885,0.9114260153205236,0.2295569711115648,4
38,0.12250068561594177,0.430242377386344,0.27853547474452495,0.16092770969256373,0.8339346694541027,0.6264242471491316,0.5668733603852718,4
39,0.10798149456470127,0.4413714471036457,0.2800774579215183,0.15702510602005698,0.12038739416600164,0.8056069161573313,0.5626247232617693,1
40,0.09772628661970409,0.5116705399384003,0.33371886294541525,0.15168924664498512,0.6832706964459297,0.29555522243611676,0.24154730783093803,3
41,0.09335164032986688,0.5912291293171826,0.3979963156930114,0.1539994491469821,0.518337787453434,0.5001009596293442,0.0929656023825236,4
42,0.09660596042603309,0.5004947763541765,0.3235966641177291,0.15001720002751076,0.1780658862557184,0.20895919013419806,0.2095514886675921,1
43,0.09551127454845773,0.512950447757934,0.32785201327153635,0.15129098903401883,0.972933617280214,0.8546041335567958,0.5296495248774153,2
44,0.1195190679478348,0.4489123542561554,0.29564357843362793,0.1651561054045207,0.33843741977874753,0.20457909251008255,0.3821135771145857,4
45,0.09770935181692769,0.5208407162544333,0.33822760753922376,0.15459659765897235,0.6154234059633834,0.5483267785773366,0.2958159927746624,2
46,0.0988681143578407,0.6365213811443736,0.4439514745348587,0.16284688458026664,0.878594237524952,0.41791321337237974,0.04843169136839587,4
47,0.09628829528849925,0.5862369425273011,0.3901679806935994,0.1568575419622232,0.5066888439148206,0.04958951320552152,0.052636049417352226,4
48,0.11824332275657892,0.41067557225678286,0.26786588874504424,0.15707467582783052,0.11513785017643186,0.41214764922290736,0.8126723586821264,3
49,0.10972547799095941,0.4447189886391074,0.2940226040542957,0.15751899725167995,0.8187390843472899,0.7843974193260598,0.5497949827159107,4
50,0.10548706098622081,0.3517329532830971,0.21625264079868273,0.1386570773430093,0.3532137670588005,0.5289325210024439,0.9333941334386662,1
51,0.09252604404206469,0.5431881266240456,0.3546358426439952,0.14930547233068156,0.9830668688918388,0.3047968906588412,0.24571226301821258,2
52,0.09599289894533562,0.6010938061983765,0.4047856791240358,0.15675813547938516,0.8838254464445581,0.4454133154310441,0.13883838000724047,2
53,0.09615782152859316,0.6969992089203119,0.4916789035419361,0.16310946146968935,0.8534493333489572,0.7742655997733134,0.030055016790528244,2
54,0.12515865927956488,0.4028757462906575,0.2595363723610874,0.16183728293089306,0.3562531775378994,0.6681537597839832,0.5934967777107625,4
55,0.08947818317447657,0.4209244189441647,0.2601902278642159,0.1350214946905386,0.7571297778090657,0.11090324122416129,0.5935444522000249,1
56,0.09650414311642394,0.5576567559291878,0.3719640754368386,0.15519690723690863,0.9863290630015888,0.5312465781942654,0.21521237364121015,4
57,0.11175754553201818,0.43277609656617066,0.27750068258476046,0.15642860393675403,0.5263216119513313,0.1986952389926171,0.40860404917122717,3
58,0.09280433235163939,0.6261595793996853,0.42659333052595716,0.15614235059531928,0.4707321549552316,0.9784073091128059,0.11973326326706157,1
59,0.09686427857239714,0.584411683442478,0.3920844261878901,0.15741165376990468,0.014665820972070809,0.7386253730248429,0.14746842773947588,4
60,0.09943466672672005,0.5290964659533707,0.3324581008893284,0.1549691574731876,0.7002037687349363,0.08100079496575419,0.6311455018450769,4
